seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.78    	-       	
0.15    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.79    	-       	
0.21    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.77    	-       	
0.28    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.77    	-       	
0.35    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.77    	-       	
0.41    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.78    	-       	
0.48    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.79    	-       	
0.54    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.81    	-       	
0.61    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.83    	-       	
0.68    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.83    	-       	
0.75    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.84    	-       	
0.81    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.84    	-       	
0.88    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.86    	-       	
0.94    	-34.07  	6.66    	202.50  	-3.22   	2.73    	0.54    	3.99    	-       	
1.00    	-35.69  	4.61    	180.01  	-3.22   	2.73    	0.54    	3.96    	-       	
1.07    	-35.54  	4.85    	180.91  	-3.22   	2.73    	0.54    	3.97    	-       	
1.17    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	0.00    	-       	
1.24    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	0.00    	-       	
1.30    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	0.00    	-       	
1.36    	-22.24  	4.31    	57.43   	-3.22   	2.73    	0.54    	3.88    	-       	
1.43    	-6.67   	3.01    	11.91   	-3.22   	2.73    	0.54    	3.73    	-       	
1.51    	-6.59   	2.92    	11.91   	-3.22   	2.73    	0.54    	3.71    	-       	
1.58    	-6.60   	2.94    	11.91   	-3.22   	2.73    	0.54    	3.72    	-       	
1.64    	-43.18  	6.07    	153.24  	-3.22   	2.73    	0.54    	3.85    	-       	
1.71    	4.47    	1.98    	227.90  	-3.22   	2.73    	0.54    	3.78    	-       	
1.77    	9.99    	0.93    	559.73  	-3.22   	2.73    	0.54    	3.81    	-       	
1.85    	7.18    	0.62    	683.59  	-3.22   	2.73    	0.54    	3.85    	-       	
1.91    	5.63    	4.92    	936.84  	-3.22   	2.73    	0.54    	3.86    	-       	
1.97    	3.59    	0.62    	455.03  	-3.22   	2.73    	0.54    	3.86    	-       	
2.03    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.83    	-       	
2.10    	0.00    	0.00    	0.00    	-3.22   	2.73    	0.54    	3.78    	-       	
2.17    	0.00    	0.00    	0.00    	-3.22   	2.72    	0.55    	3.80    	-       	
2.25    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.55    	3.81    	-       	
2.31    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.55    	3.76    	-       	
2.38    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.56    	3.91    	-       	
2.44    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.56    	3.92    	-       	
2.50    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.56    	3.95    	-       	
2.56    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.56    	3.98    	-       	
2.63    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.57    	4.00    	-       	
2.70    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.61    	4.04    	-       	
2.77    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.65    	4.09    	-       	
2.83    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.73    	4.13    	-       	
2.90    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.81    	4.17    	-       	
2.96    	0.00    	0.00    	0.00    	-3.22   	2.71    	0.93    	4.21    	-       	
3.03    	0.00    	0.00    	0.00    	-3.22   	2.71    	1.04    	4.26    	-       	
3.10    	0.00    	0.00    	0.00    	-3.22   	2.71    	1.19    	4.29    	-       	
3.17    	0.00    	0.00    	0.00    	-3.22   	2.71    	1.34    	4.31    	-       	
3.23    	0.00    	0.00    	0.00    	-3.22   	2.71    	1.53    	4.35    	-       	
