position,billboard_name
1,resources/billboards/museum.bmp
2,resources/billboards/sun_skin_protection.bmp
3,resources/billboards/HIV.bmp
4,resources/billboards/car_insurance.bmp
5,resources/billboards/great_lakes.bmp
6,resources/billboards/jogging_physical_activity.bmp
7,resources/billboards/grocery_store.bmp
8,resources/billboards/smartphone.bmp
9,resources/billboards/employee_wellness.bmp
10,resources/billboards/pottery_class.bmp
11,resources/billboards/coffee.bmp
12,resources/billboards/fundraising.bmp
13,resources/billboards/healthy_diet.bmp
14,resources/billboards/diabetes_awareness.bmp
15,resources/billboards/brunch.bmp
16,resources/billboards/pet_store.bmp
17,resources/billboards/cosmetics.bmp
18,resources/billboards/drug_abuse.bmp
19,resources/billboards/moving_business.bmp
20,resources/billboards/binge_drinking.bmp
21,resources/billboards/carpet_cleaning.bmp
22,resources/billboards/hotel.bmp
23,resources/billboards/travel_agency.bmp
24,resources/billboards/pizza.bmp
25,resources/billboards/caffeine_consumption.bmp
26,resources/billboards/recycling.bmp
27,resources/billboards/texting_driving.bmp
28,resources/billboards/lawyer.bmp
29,resources/billboards/healthy_sleep.bmp
30,resources/billboards/buckle_up.bmp
31,resources/billboards/furniture.bmp
32,resources/billboards/vaccination.bmp
33,resources/billboards/burger.bmp
34,resources/billboards/regular_doctor_visits.bmp
35,resources/billboards/smoking_cessation.bmp
36,resources/billboards/handwashing.bmp
37,resources/billboards/mental_health.bmp
38,resources/billboards/polar_bear.bmp
39,resources/billboards/movie_premiere.bmp
40,resources/billboards/clothes_sale.bmp
