position,billboard_name
1,resources/billboards/travel_agency.bmp
2,resources/billboards/caffeine_consumption.bmp
3,resources/billboards/employee_wellness.bmp
4,resources/billboards/regular_doctor_visits.bmp
5,resources/billboards/grocery_store.bmp
6,resources/billboards/HIV.bmp
7,resources/billboards/diabetes_awareness.bmp
8,resources/billboards/brunch.bmp
9,resources/billboards/car_insurance.bmp
10,resources/billboards/pottery_class.bmp
11,resources/billboards/moving_business.bmp
12,resources/billboards/lawyer.bmp
13,resources/billboards/smoking_cessation.bmp
14,resources/billboards/burger.bmp
15,resources/billboards/vaccination.bmp
16,resources/billboards/polar_bear.bmp
17,resources/billboards/handwashing.bmp
18,resources/billboards/movie_premiere.bmp
19,resources/billboards/hotel.bmp
20,resources/billboards/binge_drinking.bmp
21,resources/billboards/museum.bmp
22,resources/billboards/mental_health.bmp
23,resources/billboards/jogging_physical_activity.bmp
24,resources/billboards/smartphone.bmp
25,resources/billboards/sun_skin_protection.bmp
26,resources/billboards/drug_abuse.bmp
27,resources/billboards/carpet_cleaning.bmp
28,resources/billboards/texting_driving.bmp
29,resources/billboards/pet_store.bmp
30,resources/billboards/clothes_sale.bmp
31,resources/billboards/cosmetics.bmp
32,resources/billboards/healthy_diet.bmp
33,resources/billboards/fundraising.bmp
34,resources/billboards/furniture.bmp
35,resources/billboards/pizza.bmp
36,resources/billboards/healthy_sleep.bmp
37,resources/billboards/coffee.bmp
38,resources/billboards/recycling.bmp
39,resources/billboards/buckle_up.bmp
40,resources/billboards/great_lakes.bmp
