position,billboard_name
1,resources/billboards/diabetes_awareness.bmp
2,resources/billboards/caffeine_consumption.bmp
3,resources/billboards/movie_premiere.bmp
4,resources/billboards/buckle_up.bmp
5,resources/billboards/travel_agency.bmp
6,resources/billboards/polar_bear.bmp
7,resources/billboards/car_insurance.bmp
8,resources/billboards/drug_abuse.bmp
9,resources/billboards/grocery_store.bmp
10,resources/billboards/lawyer.bmp
11,resources/billboards/smoking_cessation.bmp
12,resources/billboards/healthy_diet.bmp
13,resources/billboards/pet_store.bmp
14,resources/billboards/pottery_class.bmp
15,resources/billboards/pizza.bmp
16,resources/billboards/mental_health.bmp
17,resources/billboards/binge_drinking.bmp
18,resources/billboards/recycling.bmp
19,resources/billboards/hotel.bmp
20,resources/billboards/great_lakes.bmp
21,resources/billboards/moving_business.bmp
22,resources/billboards/furniture.bmp
23,resources/billboards/handwashing.bmp
24,resources/billboards/regular_doctor_visits.bmp
25,resources/billboards/employee_wellness.bmp
26,resources/billboards/HIV.bmp
27,resources/billboards/carpet_cleaning.bmp
28,resources/billboards/coffee.bmp
29,resources/billboards/smartphone.bmp
30,resources/billboards/sun_skin_protection.bmp
31,resources/billboards/brunch.bmp
32,resources/billboards/clothes_sale.bmp
33,resources/billboards/fundraising.bmp
34,resources/billboards/cosmetics.bmp
35,resources/billboards/jogging_physical_activity.bmp
36,resources/billboards/vaccination.bmp
37,resources/billboards/healthy_sleep.bmp
38,resources/billboards/texting_driving.bmp
39,resources/billboards/burger.bmp
40,resources/billboards/museum.bmp
