position,billboard_name
1,resources/billboards/jogging_physical_activity.bmp
2,resources/billboards/moving_business.bmp
3,resources/billboards/furniture.bmp
4,resources/billboards/diabetes_awareness.bmp
5,resources/billboards/caffeine_consumption.bmp
6,resources/billboards/employee_wellness.bmp
7,resources/billboards/hotel.bmp
8,resources/billboards/HIV.bmp
9,resources/billboards/movie_premiere.bmp
10,resources/billboards/texting_driving.bmp
11,resources/billboards/vaccination.bmp
12,resources/billboards/handwashing.bmp
13,resources/billboards/grocery_store.bmp
14,resources/billboards/cosmetics.bmp
15,resources/billboards/fundraising.bmp
16,resources/billboards/binge_drinking.bmp
17,resources/billboards/healthy_sleep.bmp
18,resources/billboards/healthy_diet.bmp
19,resources/billboards/museum.bmp
20,resources/billboards/buckle_up.bmp
21,resources/billboards/pet_store.bmp
22,resources/billboards/clothes_sale.bmp
23,resources/billboards/smoking_cessation.bmp
24,resources/billboards/pottery_class.bmp
25,resources/billboards/car_insurance.bmp
26,resources/billboards/pizza.bmp
27,resources/billboards/sun_skin_protection.bmp
28,resources/billboards/polar_bear.bmp
29,resources/billboards/drug_abuse.bmp
30,resources/billboards/travel_agency.bmp
31,resources/billboards/recycling.bmp
32,resources/billboards/coffee.bmp
33,resources/billboards/burger.bmp
34,resources/billboards/carpet_cleaning.bmp
35,resources/billboards/great_lakes.bmp
36,resources/billboards/smartphone.bmp
37,resources/billboards/mental_health.bmp
38,resources/billboards/lawyer.bmp
39,resources/billboards/regular_doctor_visits.bmp
40,resources/billboards/brunch.bmp
