position,billboard_name
1,resources/billboards/drug_abuse.bmp
2,resources/billboards/brunch.bmp
3,resources/billboards/clothes_sale.bmp
4,resources/billboards/museum.bmp
5,resources/billboards/healthy_diet.bmp
6,resources/billboards/smoking_cessation.bmp
7,resources/billboards/buckle_up.bmp
8,resources/billboards/jogging_physical_activity.bmp
9,resources/billboards/burger.bmp
10,resources/billboards/smartphone.bmp
11,resources/billboards/cosmetics.bmp
12,resources/billboards/moving_business.bmp
13,resources/billboards/binge_drinking.bmp
14,resources/billboards/movie_premiere.bmp
15,resources/billboards/regular_doctor_visits.bmp
16,resources/billboards/texting_driving.bmp
17,resources/billboards/HIV.bmp
18,resources/billboards/recycling.bmp
19,resources/billboards/lawyer.bmp
20,resources/billboards/pizza.bmp
21,resources/billboards/vaccination.bmp
22,resources/billboards/carpet_cleaning.bmp
23,resources/billboards/healthy_sleep.bmp
24,resources/billboards/fundraising.bmp
25,resources/billboards/coffee.bmp
26,resources/billboards/furniture.bmp
27,resources/billboards/caffeine_consumption.bmp
28,resources/billboards/sun_skin_protection.bmp
29,resources/billboards/travel_agency.bmp
30,resources/billboards/diabetes_awareness.bmp
31,resources/billboards/hotel.bmp
32,resources/billboards/car_insurance.bmp
33,resources/billboards/mental_health.bmp
34,resources/billboards/pottery_class.bmp
35,resources/billboards/polar_bear.bmp
36,resources/billboards/grocery_store.bmp
37,resources/billboards/handwashing.bmp
38,resources/billboards/pet_store.bmp
39,resources/billboards/employee_wellness.bmp
40,resources/billboards/great_lakes.bmp
