position,billboard_name
1,resources/billboards/mental_health.bmp
2,resources/billboards/travel_agency.bmp
3,resources/billboards/jogging_physical_activity.bmp
4,resources/billboards/pet_store.bmp
5,resources/billboards/employee_wellness.bmp
6,resources/billboards/binge_drinking.bmp
7,resources/billboards/healthy_diet.bmp
8,resources/billboards/diabetes_awareness.bmp
9,resources/billboards/museum.bmp
10,resources/billboards/lawyer.bmp
11,resources/billboards/vaccination.bmp
12,resources/billboards/movie_premiere.bmp
13,resources/billboards/smartphone.bmp
14,resources/billboards/caffeine_consumption.bmp
15,resources/billboards/car_insurance.bmp
16,resources/billboards/HIV.bmp
17,resources/billboards/drug_abuse.bmp
18,resources/billboards/cosmetics.bmp
19,resources/billboards/healthy_sleep.bmp
20,resources/billboards/carpet_cleaning.bmp
21,resources/billboards/grocery_store.bmp
22,resources/billboards/burger.bmp
23,resources/billboards/pizza.bmp
24,resources/billboards/fundraising.bmp
25,resources/billboards/sun_skin_protection.bmp
26,resources/billboards/polar_bear.bmp
27,resources/billboards/furniture.bmp
28,resources/billboards/handwashing.bmp
29,resources/billboards/regular_doctor_visits.bmp
30,resources/billboards/texting_driving.bmp
31,resources/billboards/hotel.bmp
32,resources/billboards/great_lakes.bmp
33,resources/billboards/pottery_class.bmp
34,resources/billboards/brunch.bmp
35,resources/billboards/moving_business.bmp
36,resources/billboards/buckle_up.bmp
37,resources/billboards/clothes_sale.bmp
38,resources/billboards/smoking_cessation.bmp
39,resources/billboards/recycling.bmp
40,resources/billboards/coffee.bmp
