position,billboard_name
1,resources/billboards/employee_wellness.bmp
2,resources/billboards/pet_store.bmp
3,resources/billboards/handwashing.bmp
4,resources/billboards/smoking_cessation.bmp
5,resources/billboards/lawyer.bmp
6,resources/billboards/diabetes_awareness.bmp
7,resources/billboards/furniture.bmp
8,resources/billboards/fundraising.bmp
9,resources/billboards/sun_skin_protection.bmp
10,resources/billboards/mental_health.bmp
11,resources/billboards/pizza.bmp
12,resources/billboards/great_lakes.bmp
13,resources/billboards/polar_bear.bmp
14,resources/billboards/buckle_up.bmp
15,resources/billboards/smartphone.bmp
16,resources/billboards/grocery_store.bmp
17,resources/billboards/moving_business.bmp
18,resources/billboards/healthy_diet.bmp
19,resources/billboards/cosmetics.bmp
20,resources/billboards/brunch.bmp
21,resources/billboards/clothes_sale.bmp
22,resources/billboards/caffeine_consumption.bmp
23,resources/billboards/texting_driving.bmp
24,resources/billboards/vaccination.bmp
25,resources/billboards/binge_drinking.bmp
26,resources/billboards/pottery_class.bmp
27,resources/billboards/hotel.bmp
28,resources/billboards/HIV.bmp
29,resources/billboards/travel_agency.bmp
30,resources/billboards/carpet_cleaning.bmp
31,resources/billboards/museum.bmp
32,resources/billboards/car_insurance.bmp
33,resources/billboards/healthy_sleep.bmp
34,resources/billboards/burger.bmp
35,resources/billboards/drug_abuse.bmp
36,resources/billboards/movie_premiere.bmp
37,resources/billboards/regular_doctor_visits.bmp
38,resources/billboards/recycling.bmp
39,resources/billboards/jogging_physical_activity.bmp
40,resources/billboards/coffee.bmp
