position,billboard_name
1,resources/billboards/employee_wellness.bmp
2,resources/billboards/moving_business.bmp
3,resources/billboards/binge_drinking.bmp
4,resources/billboards/furniture.bmp
5,resources/billboards/brunch.bmp
6,resources/billboards/diabetes_awareness.bmp
7,resources/billboards/pottery_class.bmp
8,resources/billboards/caffeine_consumption.bmp
9,resources/billboards/great_lakes.bmp
10,resources/billboards/coffee.bmp
11,resources/billboards/carpet_cleaning.bmp
12,resources/billboards/burger.bmp
13,resources/billboards/buckle_up.bmp
14,resources/billboards/drug_abuse.bmp
15,resources/billboards/vaccination.bmp
16,resources/billboards/regular_doctor_visits.bmp
17,resources/billboards/healthy_diet.bmp
18,resources/billboards/cosmetics.bmp
19,resources/billboards/pet_store.bmp
20,resources/billboards/lawyer.bmp
21,resources/billboards/mental_health.bmp
22,resources/billboards/hotel.bmp
23,resources/billboards/smoking_cessation.bmp
24,resources/billboards/car_insurance.bmp
25,resources/billboards/smartphone.bmp
26,resources/billboards/grocery_store.bmp
27,resources/billboards/museum.bmp
28,resources/billboards/travel_agency.bmp
29,resources/billboards/handwashing.bmp
30,resources/billboards/fundraising.bmp
31,resources/billboards/polar_bear.bmp
32,resources/billboards/healthy_sleep.bmp
33,resources/billboards/HIV.bmp
34,resources/billboards/texting_driving.bmp
35,resources/billboards/clothes_sale.bmp
36,resources/billboards/movie_premiere.bmp
37,resources/billboards/jogging_physical_activity.bmp
38,resources/billboards/recycling.bmp
39,resources/billboards/sun_skin_protection.bmp
40,resources/billboards/pizza.bmp
