position,billboard_name
1,resources/billboards/fundraising.bmp
2,resources/billboards/hotel.bmp
3,resources/billboards/lawyer.bmp
4,resources/billboards/pizza.bmp
5,resources/billboards/diabetes_awareness.bmp
6,resources/billboards/car_insurance.bmp
7,resources/billboards/burger.bmp
8,resources/billboards/carpet_cleaning.bmp
9,resources/billboards/drug_abuse.bmp
10,resources/billboards/moving_business.bmp
11,resources/billboards/recycling.bmp
12,resources/billboards/healthy_sleep.bmp
13,resources/billboards/smartphone.bmp
14,resources/billboards/HIV.bmp
15,resources/billboards/travel_agency.bmp
16,resources/billboards/pet_store.bmp
17,resources/billboards/binge_drinking.bmp
18,resources/billboards/clothes_sale.bmp
19,resources/billboards/mental_health.bmp
20,resources/billboards/regular_doctor_visits.bmp
21,resources/billboards/coffee.bmp
22,resources/billboards/smoking_cessation.bmp
23,resources/billboards/jogging_physical_activity.bmp
24,resources/billboards/movie_premiere.bmp
25,resources/billboards/cosmetics.bmp
26,resources/billboards/museum.bmp
27,resources/billboards/caffeine_consumption.bmp
28,resources/billboards/great_lakes.bmp
29,resources/billboards/texting_driving.bmp
30,resources/billboards/grocery_store.bmp
31,resources/billboards/healthy_diet.bmp
32,resources/billboards/employee_wellness.bmp
33,resources/billboards/sun_skin_protection.bmp
34,resources/billboards/pottery_class.bmp
35,resources/billboards/buckle_up.bmp
36,resources/billboards/brunch.bmp
37,resources/billboards/polar_bear.bmp
38,resources/billboards/vaccination.bmp
39,resources/billboards/furniture.bmp
40,resources/billboards/handwashing.bmp
