position,billboard_name
1,resources/billboards/billboard_1.bmp
2,resources/billboards/billboard_2.bmp
3,resources/billboards/billboard_3.bmp
4,resources/billboards/billboard_4.bmp
5,resources/billboards/billboard_5.bmp
6,resources/billboards/billboard_6.bmp
7,resources/billboards/billboard_7.bmp
8,resources/billboards/billboard_8.bmp
9,resources/billboards/billboard_9.bmp
10,resources/billboards/billboard_10.bmp
11,resources/billboards/billboard_11.bmp
12,resources/billboards/billboard_12.bmp
13,resources/billboards/billboard_13.bmp
14,resources/billboards/billboard_14.bmp
15,resources/billboards/billboard_15.bmp
16,resources/billboards/billboard_16.bmp
17,resources/billboards/billboard_17.bmp
18,resources/billboards/billboard_18.bmp
19,resources/billboards/billboard_19.bmp
20,resources/billboards/billboard_20.bmp
21,resources/billboards/billboard_21.bmp
22,resources/billboards/billboard_22.bmp
23,resources/billboards/billboard_23.bmp
24,resources/billboards/billboard_24.bmp
25,resources/billboards/billboard_25.bmp
26,resources/billboards/billboard_26.bmp
27,resources/billboards/billboard_27.bmp
28,resources/billboards/billboard_28.bmp
29,resources/billboards/billboard_29.bmp
30,resources/billboards/billboard_30.bmp
31,resources/billboards/billboard_31.bmp
32,resources/billboards/billboard_32.bmp
33,resources/billboards/billboard_33.bmp
34,resources/billboards/billboard_34.bmp
35,resources/billboards/billboard_35.bmp
36,resources/billboards/billboard_36.bmp
37,resources/billboards/billboard_37.bmp
38,resources/billboards/billboard_38.bmp
39,resources/billboards/billboard_39.bmp
40,resources/billboards/billboard_40.bmp
