position,billboard_name
1,resources/billboards/regular_doctor_visits.bmp
2,resources/billboards/hotel.bmp
3,resources/billboards/smartphone.bmp
4,resources/billboards/carpet_cleaning.bmp
5,resources/billboards/mental_health.bmp
6,resources/billboards/burger.bmp
7,resources/billboards/cosmetics.bmp
8,resources/billboards/great_lakes.bmp
9,resources/billboards/clothes_sale.bmp
10,resources/billboards/pottery_class.bmp
11,resources/billboards/buckle_up.bmp
12,resources/billboards/binge_drinking.bmp
13,resources/billboards/handwashing.bmp
14,resources/billboards/diabetes_awareness.bmp
15,resources/billboards/jogging_physical_activity.bmp
16,resources/billboards/vaccination.bmp
17,resources/billboards/car_insurance.bmp
18,resources/billboards/polar_bear.bmp
19,resources/billboards/moving_business.bmp
20,resources/billboards/drug_abuse.bmp
21,resources/billboards/sun_skin_protection.bmp
22,resources/billboards/pet_store.bmp
23,resources/billboards/lawyer.bmp
24,resources/billboards/furniture.bmp
25,resources/billboards/healthy_diet.bmp
26,resources/billboards/brunch.bmp
27,resources/billboards/grocery_store.bmp
28,resources/billboards/healthy_sleep.bmp
29,resources/billboards/coffee.bmp
30,resources/billboards/museum.bmp
31,resources/billboards/smoking_cessation.bmp
32,resources/billboards/pizza.bmp
33,resources/billboards/movie_premiere.bmp
34,resources/billboards/travel_agency.bmp
35,resources/billboards/HIV.bmp
36,resources/billboards/caffeine_consumption.bmp
37,resources/billboards/recycling.bmp
38,resources/billboards/texting_driving.bmp
39,resources/billboards/employee_wellness.bmp
40,resources/billboards/fundraising.bmp
