position,billboard_name
1,resources/billboards/pottery_class.bmp
2,resources/billboards/grocery_store.bmp
3,resources/billboards/drug_abuse.bmp
4,resources/billboards/clothes_sale.bmp
5,resources/billboards/mental_health.bmp
6,resources/billboards/handwashing.bmp
7,resources/billboards/recycling.bmp
8,resources/billboards/smoking_cessation.bmp
9,resources/billboards/coffee.bmp
10,resources/billboards/travel_agency.bmp
11,resources/billboards/brunch.bmp
12,resources/billboards/buckle_up.bmp
13,resources/billboards/pet_store.bmp
14,resources/billboards/jogging_physical_activity.bmp
15,resources/billboards/smartphone.bmp
16,resources/billboards/caffeine_consumption.bmp
17,resources/billboards/hotel.bmp
18,resources/billboards/vaccination.bmp
19,resources/billboards/pizza.bmp
20,resources/billboards/healthy_diet.bmp
21,resources/billboards/movie_premiere.bmp
22,resources/billboards/texting_driving.bmp
23,resources/billboards/museum.bmp
24,resources/billboards/HIV.bmp
25,resources/billboards/regular_doctor_visits.bmp
26,resources/billboards/moving_business.bmp
27,resources/billboards/lawyer.bmp
28,resources/billboards/burger.bmp
29,resources/billboards/car_insurance.bmp
30,resources/billboards/great_lakes.bmp
31,resources/billboards/employee_wellness.bmp
32,resources/billboards/carpet_cleaning.bmp
33,resources/billboards/diabetes_awareness.bmp
34,resources/billboards/healthy_sleep.bmp
35,resources/billboards/binge_drinking.bmp
36,resources/billboards/polar_bear.bmp
37,resources/billboards/cosmetics.bmp
38,resources/billboards/furniture.bmp
39,resources/billboards/sun_skin_protection.bmp
40,resources/billboards/fundraising.bmp
