position,billboard_name
1,resources/billboards/moving_business.bmp
2,resources/billboards/sun_skin_protection.bmp
3,resources/billboards/mental_health.bmp
4,resources/billboards/smoking_cessation.bmp
5,resources/billboards/brunch.bmp
6,resources/billboards/pet_store.bmp
7,resources/billboards/hotel.bmp
8,resources/billboards/handwashing.bmp
9,resources/billboards/caffeine_consumption.bmp
10,resources/billboards/travel_agency.bmp
11,resources/billboards/museum.bmp
12,resources/billboards/cosmetics.bmp
13,resources/billboards/burger.bmp
14,resources/billboards/furniture.bmp
15,resources/billboards/regular_doctor_visits.bmp
16,resources/billboards/healthy_sleep.bmp
17,resources/billboards/vaccination.bmp
18,resources/billboards/HIV.bmp
19,resources/billboards/carpet_cleaning.bmp
20,resources/billboards/drug_abuse.bmp
21,resources/billboards/grocery_store.bmp
22,resources/billboards/smartphone.bmp
23,resources/billboards/pizza.bmp
24,resources/billboards/great_lakes.bmp
25,resources/billboards/fundraising.bmp
26,resources/billboards/clothes_sale.bmp
27,resources/billboards/healthy_diet.bmp
28,resources/billboards/pottery_class.bmp
29,resources/billboards/binge_drinking.bmp
30,resources/billboards/employee_wellness.bmp
31,resources/billboards/car_insurance.bmp
32,resources/billboards/texting_driving.bmp
33,resources/billboards/movie_premiere.bmp
34,resources/billboards/polar_bear.bmp
35,resources/billboards/lawyer.bmp
36,resources/billboards/jogging_physical_activity.bmp
37,resources/billboards/buckle_up.bmp
38,resources/billboards/coffee.bmp
39,resources/billboards/diabetes_awareness.bmp
40,resources/billboards/recycling.bmp
