position,billboard_name
1,resources/billboards/lawyer.bmp
2,resources/billboards/fundraising.bmp
3,resources/billboards/buckle_up.bmp
4,resources/billboards/cosmetics.bmp
5,resources/billboards/clothes_sale.bmp
6,resources/billboards/texting_driving.bmp
7,resources/billboards/carpet_cleaning.bmp
8,resources/billboards/furniture.bmp
9,resources/billboards/regular_doctor_visits.bmp
10,resources/billboards/binge_drinking.bmp
11,resources/billboards/pottery_class.bmp
12,resources/billboards/burger.bmp
13,resources/billboards/coffee.bmp
14,resources/billboards/moving_business.bmp
15,resources/billboards/car_insurance.bmp
16,resources/billboards/mental_health.bmp
17,resources/billboards/movie_premiere.bmp
18,resources/billboards/jogging_physical_activity.bmp
19,resources/billboards/pizza.bmp
20,resources/billboards/healthy_sleep.bmp
21,resources/billboards/travel_agency.bmp
22,resources/billboards/sun_skin_protection.bmp
23,resources/billboards/employee_wellness.bmp
24,resources/billboards/grocery_store.bmp
25,resources/billboards/brunch.bmp
26,resources/billboards/great_lakes.bmp
27,resources/billboards/hotel.bmp
28,resources/billboards/polar_bear.bmp
29,resources/billboards/handwashing.bmp
30,resources/billboards/caffeine_consumption.bmp
31,resources/billboards/recycling.bmp
32,resources/billboards/vaccination.bmp
33,resources/billboards/healthy_diet.bmp
34,resources/billboards/HIV.bmp
35,resources/billboards/museum.bmp
36,resources/billboards/drug_abuse.bmp
37,resources/billboards/diabetes_awareness.bmp
38,resources/billboards/pet_store.bmp
39,resources/billboards/smartphone.bmp
40,resources/billboards/smoking_cessation.bmp
