position,billboard_name
1,resources/billboards/pet_store.bmp
2,resources/billboards/hotel.bmp
3,resources/billboards/polar_bear.bmp
4,resources/billboards/car_insurance.bmp
5,resources/billboards/fundraising.bmp
6,resources/billboards/clothes_sale.bmp
7,resources/billboards/great_lakes.bmp
8,resources/billboards/HIV.bmp
9,resources/billboards/binge_drinking.bmp
10,resources/billboards/smoking_cessation.bmp
11,resources/billboards/employee_wellness.bmp
12,resources/billboards/pottery_class.bmp
13,resources/billboards/caffeine_consumption.bmp
14,resources/billboards/healthy_diet.bmp
15,resources/billboards/mental_health.bmp
16,resources/billboards/smartphone.bmp
17,resources/billboards/grocery_store.bmp
18,resources/billboards/carpet_cleaning.bmp
19,resources/billboards/handwashing.bmp
20,resources/billboards/pizza.bmp
21,resources/billboards/vaccination.bmp
22,resources/billboards/brunch.bmp
23,resources/billboards/lawyer.bmp
24,resources/billboards/burger.bmp
25,resources/billboards/moving_business.bmp
26,resources/billboards/sun_skin_protection.bmp
27,resources/billboards/healthy_sleep.bmp
28,resources/billboards/diabetes_awareness.bmp
29,resources/billboards/buckle_up.bmp
30,resources/billboards/coffee.bmp
31,resources/billboards/cosmetics.bmp
32,resources/billboards/texting_driving.bmp
33,resources/billboards/furniture.bmp
34,resources/billboards/jogging_physical_activity.bmp
35,resources/billboards/museum.bmp
36,resources/billboards/recycling.bmp
37,resources/billboards/movie_premiere.bmp
38,resources/billboards/travel_agency.bmp
39,resources/billboards/drug_abuse.bmp
40,resources/billboards/regular_doctor_visits.bmp
