position,billboard_name
1,resources/billboards/caffeine_consumption.bmp
2,resources/billboards/pottery_class.bmp
3,resources/billboards/recycling.bmp
4,resources/billboards/fundraising.bmp
5,resources/billboards/drug_abuse.bmp
6,resources/billboards/polar_bear.bmp
7,resources/billboards/binge_drinking.bmp
8,resources/billboards/jogging_physical_activity.bmp
9,resources/billboards/great_lakes.bmp
10,resources/billboards/vaccination.bmp
11,resources/billboards/HIV.bmp
12,resources/billboards/mental_health.bmp
13,resources/billboards/healthy_diet.bmp
14,resources/billboards/buckle_up.bmp
15,resources/billboards/moving_business.bmp
16,resources/billboards/clothes_sale.bmp
17,resources/billboards/diabetes_awareness.bmp
18,resources/billboards/pizza.bmp
19,resources/billboards/car_insurance.bmp
20,resources/billboards/carpet_cleaning.bmp
21,resources/billboards/hotel.bmp
22,resources/billboards/cosmetics.bmp
23,resources/billboards/furniture.bmp
24,resources/billboards/pet_store.bmp
25,resources/billboards/handwashing.bmp
26,resources/billboards/coffee.bmp
27,resources/billboards/smartphone.bmp
28,resources/billboards/healthy_sleep.bmp
29,resources/billboards/movie_premiere.bmp
30,resources/billboards/brunch.bmp
31,resources/billboards/lawyer.bmp
32,resources/billboards/sun_skin_protection.bmp
33,resources/billboards/travel_agency.bmp
34,resources/billboards/texting_driving.bmp
35,resources/billboards/regular_doctor_visits.bmp
36,resources/billboards/museum.bmp
37,resources/billboards/burger.bmp
38,resources/billboards/employee_wellness.bmp
39,resources/billboards/grocery_store.bmp
40,resources/billboards/smoking_cessation.bmp
