position,billboard_name
1,resources/billboards/moving_business.bmp
2,resources/billboards/jogging_physical_activity.bmp
3,resources/billboards/carpet_cleaning.bmp
4,resources/billboards/travel_agency.bmp
5,resources/billboards/handwashing.bmp
6,resources/billboards/hotel.bmp
7,resources/billboards/brunch.bmp
8,resources/billboards/smoking_cessation.bmp
9,resources/billboards/burger.bmp
10,resources/billboards/movie_premiere.bmp
11,resources/billboards/employee_wellness.bmp
12,resources/billboards/HIV.bmp
13,resources/billboards/healthy_diet.bmp
14,resources/billboards/pizza.bmp
15,resources/billboards/buckle_up.bmp
16,resources/billboards/vaccination.bmp
17,resources/billboards/clothes_sale.bmp
18,resources/billboards/regular_doctor_visits.bmp
19,resources/billboards/coffee.bmp
20,resources/billboards/cosmetics.bmp
21,resources/billboards/museum.bmp
22,resources/billboards/drug_abuse.bmp
23,resources/billboards/sun_skin_protection.bmp
24,resources/billboards/healthy_sleep.bmp
25,resources/billboards/smartphone.bmp
26,resources/billboards/diabetes_awareness.bmp
27,resources/billboards/polar_bear.bmp
28,resources/billboards/furniture.bmp
29,resources/billboards/pottery_class.bmp
30,resources/billboards/great_lakes.bmp
31,resources/billboards/caffeine_consumption.bmp
32,resources/billboards/grocery_store.bmp
33,resources/billboards/car_insurance.bmp
34,resources/billboards/pet_store.bmp
35,resources/billboards/binge_drinking.bmp
36,resources/billboards/recycling.bmp
37,resources/billboards/mental_health.bmp
38,resources/billboards/lawyer.bmp
39,resources/billboards/fundraising.bmp
40,resources/billboards/texting_driving.bmp
