position,billboard_name
1,resources/billboards/texting_driving.bmp
2,resources/billboards/drug_abuse.bmp
3,resources/billboards/healthy_sleep.bmp
4,resources/billboards/travel_agency.bmp
5,resources/billboards/employee_wellness.bmp
6,resources/billboards/mental_health.bmp
7,resources/billboards/hotel.bmp
8,resources/billboards/carpet_cleaning.bmp
9,resources/billboards/car_insurance.bmp
10,resources/billboards/healthy_diet.bmp
11,resources/billboards/fundraising.bmp
12,resources/billboards/smoking_cessation.bmp
13,resources/billboards/jogging_physical_activity.bmp
14,resources/billboards/recycling.bmp
15,resources/billboards/movie_premiere.bmp
16,resources/billboards/caffeine_consumption.bmp
17,resources/billboards/cosmetics.bmp
18,resources/billboards/sun_skin_protection.bmp
19,resources/billboards/coffee.bmp
20,resources/billboards/great_lakes.bmp
21,resources/billboards/lawyer.bmp
22,resources/billboards/binge_drinking.bmp
23,resources/billboards/clothes_sale.bmp
24,resources/billboards/polar_bear.bmp
25,resources/billboards/regular_doctor_visits.bmp
26,resources/billboards/furniture.bmp
27,resources/billboards/handwashing.bmp
28,resources/billboards/pet_store.bmp
29,resources/billboards/brunch.bmp
30,resources/billboards/pottery_class.bmp
31,resources/billboards/moving_business.bmp
32,resources/billboards/grocery_store.bmp
33,resources/billboards/diabetes_awareness.bmp
34,resources/billboards/buckle_up.bmp
35,resources/billboards/vaccination.bmp
36,resources/billboards/HIV.bmp
37,resources/billboards/burger.bmp
38,resources/billboards/museum.bmp
39,resources/billboards/smartphone.bmp
40,resources/billboards/pizza.bmp
