position,billboard_name
1,resources/billboards/cosmetics.bmp
2,resources/billboards/clothes_sale.bmp
3,resources/billboards/movie_premiere.bmp
4,resources/billboards/car_insurance.bmp
5,resources/billboards/travel_agency.bmp
6,resources/billboards/diabetes_awareness.bmp
7,resources/billboards/HIV.bmp
8,resources/billboards/jogging_physical_activity.bmp
9,resources/billboards/healthy_diet.bmp
10,resources/billboards/pet_store.bmp
11,resources/billboards/museum.bmp
12,resources/billboards/smartphone.bmp
13,resources/billboards/polar_bear.bmp
14,resources/billboards/carpet_cleaning.bmp
15,resources/billboards/vaccination.bmp
16,resources/billboards/recycling.bmp
17,resources/billboards/hotel.bmp
18,resources/billboards/pottery_class.bmp
19,resources/billboards/furniture.bmp
20,resources/billboards/regular_doctor_visits.bmp
21,resources/billboards/handwashing.bmp
22,resources/billboards/binge_drinking.bmp
23,resources/billboards/smoking_cessation.bmp
24,resources/billboards/pizza.bmp
25,resources/billboards/burger.bmp
26,resources/billboards/moving_business.bmp
27,resources/billboards/mental_health.bmp
28,resources/billboards/healthy_sleep.bmp
29,resources/billboards/sun_skin_protection.bmp
30,resources/billboards/drug_abuse.bmp
31,resources/billboards/fundraising.bmp
32,resources/billboards/great_lakes.bmp
33,resources/billboards/coffee.bmp
34,resources/billboards/lawyer.bmp
35,resources/billboards/employee_wellness.bmp
36,resources/billboards/buckle_up.bmp
37,resources/billboards/grocery_store.bmp
38,resources/billboards/texting_driving.bmp
39,resources/billboards/caffeine_consumption.bmp
40,resources/billboards/brunch.bmp
