seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.07    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.58    	-       	
0.13    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.59    	-       	
0.20    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.60    	-       	
0.28    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.61    	-       	
0.35    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.60    	-       	
0.42    	-6.50   	1.98    	11.91   	-3.21   	2.72    	0.53    	4.65    	-       	
0.51    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.64    	-       	
0.59    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.63    	-       	
0.66    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.65    	-       	
0.73    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.67    	-       	
0.80    	0.00    	0.00    	0.00    	-3.21   	2.72    	0.53    	4.69    	-       	
0.87    	-7.45   	2.18    	11.89   	-3.21   	2.72    	0.53    	4.87    	-       	
0.94    	-7.45   	2.11    	11.89   	-3.21   	2.72    	0.53    	4.87    	-       	
1.02    	-7.90   	1.87    	11.91   	-3.21   	2.72    	0.53    	4.72    	-       	
1.10    	-7.72   	1.92    	11.91   	-3.21   	2.72    	0.54    	4.78    	-       	
1.19    	-7.65   	1.99    	11.89   	-3.21   	2.72    	0.54    	4.80    	-       	
1.27    	-7.77   	2.06    	11.89   	-3.22   	2.72    	0.54    	4.79    	-       	
1.35    	0.00    	0.00    	0.00    	-3.22   	2.72    	0.54    	4.78    	-       	
1.42    	0.00    	0.00    	0.00    	-3.22   	2.72    	0.54    	4.73    	-       	
1.49    	2.42    	0.62    	55.20   	-3.22   	2.72    	0.54    	4.68    	-       	
1.56    	2.33    	0.62    	52.48   	-3.22   	2.72    	0.54    	4.61    	-       	
1.65    	7.59    	0.62    	39.01   	-3.22   	2.72    	0.54    	4.64    	-       	
1.72    	8.73    	0.96    	31.43   	-3.22   	2.72    	0.54    	4.64    	-       	
1.79    	8.73    	0.77    	31.64   	-3.22   	2.72    	0.54    	4.61    	-       	
1.86    	8.73    	0.81    	31.46   	-3.21   	2.72    	0.54    	4.57    	-       	
1.93    	8.73    	0.84    	31.44   	-3.21   	2.72    	0.54    	4.51    	-       	
1.99    	8.73    	0.80    	31.74   	-3.21   	2.72    	0.54    	4.48    	-       	
2.06    	3.65    	2.40    	9.81    	-3.21   	2.72    	0.54    	4.45    	-       	
2.12    	3.77    	2.36    	9.77    	-3.21   	2.72    	0.54    	4.47    	-       	
2.19    	3.78    	2.31    	9.77    	-3.21   	2.72    	0.54    	4.44    	-       	
2.26    	3.78    	2.31    	9.77    	-3.21   	2.72    	0.54    	4.43    	-       	
2.34    	3.79    	2.30    	9.76    	-3.21   	2.72    	0.54    	4.39    	-       	
2.42    	3.96    	2.43    	9.71    	-3.21   	2.72    	0.54    	4.40    	-       	
2.49    	3.90    	2.43    	9.73    	-3.21   	2.72    	0.53    	4.39    	-       	
