seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.09    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	3.60    	-       	
0.17    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	3.60    	-       	
0.23    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	3.60    	-       	
0.31    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	3.63    	-       	
0.37    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	3.65    	-       	
0.44    	-7.31   	2.04    	11.89   	-3.21   	2.82    	0.52    	3.83    	-       	
0.51    	-7.01   	2.21    	11.89   	-3.21   	2.82    	0.52    	3.80    	-       	
0.57    	-7.07   	2.18    	11.89   	-3.21   	2.82    	0.52    	3.80    	-       	
0.64    	-7.04   	2.18    	11.89   	-3.21   	2.82    	0.52    	3.82    	-       	
0.71    	-7.04   	2.23    	11.89   	-3.21   	2.82    	0.52    	3.83    	-       	
0.78    	-7.07   	2.26    	11.89   	-3.21   	2.82    	0.52    	3.90    	-       	
0.85    	-6.93   	2.14    	11.89   	-3.21   	2.82    	0.52    	3.90    	-       	
0.93    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	0.00    	-       	
1.00    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.07    	-       	
1.06    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.00    	-       	
1.13    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.00    	-       	
1.19    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.02    	-       	
1.27    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.11    	-       	
1.34    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.15    	-       	
1.41    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.20    	-       	
1.47    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.22    	-       	
1.55    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.11    	-       	
1.62    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.17    	-       	
1.69    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.18    	-       	
1.77    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.23    	-       	
1.84    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.26    	-       	
1.90    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.52    	4.30    	-       	
1.99    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.53    	4.34    	-       	
2.06    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.59    	4.37    	-       	
2.13    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.65    	4.34    	-       	
2.19    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.73    	4.27    	-       	
2.26    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.81    	4.20    	-       	
2.32    	0.00    	0.00    	0.00    	-3.21   	2.82    	0.94    	4.19    	-       	
2.40    	0.00    	0.00    	0.00    	-3.21   	2.82    	1.06    	4.20    	-       	
2.47    	0.00    	0.00    	0.00    	-3.21   	2.82    	1.24    	4.29    	-       	
